worry,i cant sleepi keep thinking about the puppy i played with today
worry, im suppposed to be sleep but i got some much to do amp i got that one part of the song stuck in my head quotyour a jerk iknowquot  blaahh
neutral,lepetitagneau whats going on sweetheart
neutral,how can it be so freaking difficult to get a systemwide spellchecker shit id settle for an office suite one stupid unhelpful windows
worry,last one month due to summer strawberry is not availble in the chennai markets
neutral,willxxmobb work at am gotta go to bed soon
love,robertf correct i adore him i just plucked him up and put him under my arm cuz he was cryin  all better now hahaha
sadness,sweeetnspicy hiii im on my ipodi cant fall asleep
sadness,dont wanna work  tomorrow  but i get paid
sadness,feels sad coz i wasnt able to play with the guys  httpplurkcompwxiux
neutral,princecharming
hate, cayogial i wanted to come to bz this summer  not so sure anymore a teachers life in the summer sucks
worry,first ever dropped call on my mobile on a call to telstra no less  being charged for data even though i have a data pack  
hate,mrgenius you win  sigh rakeem
neutral,oh is that time for real
sadness,darn these allergies i dont like this time of year because of this i never used to have this problem either
worry,oh no one minute too late oh well
hate,sovietstar damn that sucks
sadness,cayogial i wanted to come to bz this summer  not so sure anymore a teachers life in the summer sucks
hate,mileycyrus this website gave me a virus when i opened it more windows kept popping up
worry,ahh big scary bug flying around my room
sadness,i wish she knew what she puts me throughshe stole my heart never gave it backand occasionally she likes to be like look what i have
worry,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
neutral,justamedicine  that was stone cold   crazy  
boredom,im so tired
neutral,shift time  bbye biochem waaaaahhhhhh httpplurkcompwxizo
neutral,melbournegirl im sure some will cum out and play im workin through til midnight
neutral,thecreativeone i second that i wish it rained more where i am
sadness,neesabear early happy day of birth in case i dont make it very tired from therapy today n just taking my medicine  misshu love ya
neutral,damn it were is eric or anyone else when you need your hair to be played with
neutral,im feel deflated ugh no more dog
sadness,allergies suck ducks nuts     ltgt
neutral,well it almost was a good day guess i just retry tomorrow
hate,iamyete waraku is tasteless and expensive portion is so little  re waraku
love,freepbx sounds good appreciate the suggestion been a week now and were still offline  time to ask for a refund
worry,poinktoinkdoink he died  wait what about magic jack i just read it
hate,britblackbird  youstinkatrespondingtotexts
sadness,wonders why her karma points turned into   httpplurkcompwxj
happiness,need to pack for cali cali cannot waittt thinking a glass of wine is in order to celebrate my weekend vaca still work morrow tho
sadness,is miserable  i feel like im gona cry  sux
neutral,megturney well i ran out of beer so i left not sure about the eta waiting waiting waiting bleh  gonna be a long nite methinks
worry, my nose stud fell out and i cant find it  looks like ill have to head into amsterdam today and get a new one
neutral,claire breakfastnt love the show got into the office  am and no radio
love,pats in philly at  am i love it mmm cheesesteak  miss my boyfriend   but i love vacation
sadness,sigh im going to bed i just dont feel right anymore
neutral,what i focused on tom so much i didnt see my beloved barack oh no i must vote for both poor president only has  votes
neutral,jwillock epicentre wheelock place  tourists only
sadness,now i am depressed after watching so you think you can dance
sadness,just cross cause im stuck twiddling my thumbs now ugh
neutral,miss th
neutral,theharvardian i know but like i said i have no idea how long it takes for them to investigate this stuff
worry,i cant sleep but im too sore to move
neutral,lafloozita httptwitpiccomphze  awe i miss my baby
empty,softtouchme just answered you never learned how to write in french just basic stuff
neutral,what is it with chocolates i just can never say no
worry,achieving a new appreciation on how a xml build script can really be painful and cumbersome
neutral,etherradio im too awake now  ill have a nap this afternoon
worry,omfgiselle i cant do anything
neutral,still needs another  hours of sleep
relief,im at work
fun,rip leonardo you were a great mini fiddler crab
neutral,morning tweepleway to early again
sadness,last day working for the uni today sad times
love,nisforneemah thanks neemah im gonna be soooo close to you and izzy yet so far
worry,my head hurts so bad i could scream
worry,i just go up and im so tired and my airmatras is broken somewhere and now im in even more pain
worry,new work wellness challenge not going well  i committed to not check email between  pm and  am  failed on first day  twice
worry,new blog post blog auto insuran i just found that my auto insurance policy had been expired  i am too careless    meanw 
neutral,where are all ma bestfriends at   mia or wat 
worry,oh meni really cant see my facecmon guys
worry,im showing my age renewed my tags last week went down  got my insurance renewal email today went down  i dont wanna be old
worry,my sole supporter is not my sole supporter
hate,dont you hate it when you finish all your work and theres still  hours left of work time
worry,emilyyy urgh stop it guys
sadness,is still missing her husband    i really want him home
sadness,i miss my puppy
surprise, days of this month left and i only have mb left on my onpeak downloads
fun,idlethumbs up is out  i didnt get the memo   it looks amazing
sadness,nzdeany ive given up on pizza  kids would never let me have my fav  the hot ones
worry,up reading tabloids about other peoples livesthinking what im gonna do with mine when my baby leaves
sadness,barbschaefer yearling in pet home died very sad for their whole family
neutral,fun in the sun hmmm hell no its cold
worry,i got a giant splinter stuck up underneath my finger nail today at muppetsit hurt  but i got to go to first aid for the first time
sadness,heresmyhello we hate change so of course were fans for life lt oh and if we havent met rob by then something went horribly wrong
worry,is feeling sad for some reason  httpplurkcompwxji
sadness,well fuck this new pain med has an odd warning that actually applies to me i cant take this chan is displeased
sadness,just uploaded my new blog a painful story about an s year old man who cried because he wanted to die very sad
neutral,juneyee i dont think so  i want details
neutral,jackgraycnn hi who is mary poppins
worry,jaychuck its so addicting but its kind of a curse to do them at night time everytime i do one i feel like making music afterwards
neutral,my last tweet didnt send  bad phone
fun,relly  omg ur alive lol  day has gone sooo slow  im going insane grrr you doing anything tonight
empty,have a headache  im going to bed goodnight
neutral,taxidermi  i was watching parental control
fun,jessijaejoplin did you get them from california vintage ahahah they have the best dresses i want them but i dont have ebay
sadness,i just saw pics from this past thanksgiving and am sad because grandma was in them
worry,jertronic it wont let me
sadness,took a shift tomorrow    i dont really feel like working right now
sadness,but now i have no money for a phone
worry,spent last night in aampe er wife tangled wheels with daughter amp hit the deck dislocation amp fracture resulted
worry,thelastdoctor  days  im about ready to visit torchwood and see if theyve heard anything
surprise,bernmorley where are you in bris i cant hear any thunder
surprise,bec vs fat food    winner  fat food  but not this weeknend ill beat it
sadness,too bad the red devils disappointing to say the least
surprise,i had a dream about a pretty pretty beach and there was no beach when i woke up
sadness,xdjio have a ware se not fast enough for x xm ssd raid mhz iop on the hpt might try an adaptec  ghz
surprise,when da heck will the garage man get here i ask you when
worry,ate mandy please forgive me i really am sorry i dont wanna lose my bff
hate,melluffsyew umm yeah thats probably a pretty good note to self because eeeeeewwwwwwww
worry,why are plane tickets so expensive
fun,wendyisastar melluffsyew umm yeah thats probably a pretty good note to self because eeeeeewwwwwwww
worry,needs a job badly
sadness,alexandergwhite daaammmnnnnn i do wish i was there
worry,went to di bella coffee roasters today and asked for a job   the person i needed to speak to is on holiday  fb
sadness,yukihime i played up until the latter parts of the voodoo village part coop until i lost my usual partner
empty,dymediva nite now im up n bored as opposed to almost sleep frm b 
sadness,is a bad friend
neutral,rlcpbiatch happy birthdayyy hope you have an awesome day didnt see you at next last night
hate,sparkdawgmusic im doing that shit right now  im on vacation and you got me workin
neutral,aiderushton ill be over in an oir
neutral,onlykcj guess its a no go girlie im still at the gym and work at am
hate,would wish the severe migrains would stop docs prescriptions arent working
love,bobbyedner i missed the game
sadness,moggy no internet last night er was brill there was a massive explosion at the end of a nearby gas works er on standby
hate,tiffalo cuz airlines are super lame
sadness,lenje  still a pity it comes with no lamb though
sadness,bloomsday  im sorry to hear that here is my optimist things will get better for all of us
relief,is done painting all the bedroom furniture i still have to do the table but it will wait until after the move uggh moving in the heat
hate,im so very tiredand have insomnia
neutral,juiceegapeach a hungry fool ill probably never see that krispy kreme again had to enjoy it they closing down
neutral,yelgiuqnayr airport and you didnt show up tonight homo
hate,i hate bakersfield and i hate the ports let me go home already  i want to start my vacation
neutral,mrrathbone what about me
neutral,looking for desktop twitter app that will actually let you access urls any suggestions i liked twittle but no linking
worry,people in my house do not know how to close doors
surprise,why am i completing facebook quizzes at this time of the morning especially a friday morning
neutral,out with lizzziemonster amp jamiejamess i am soooo hungry
worry,munchkinhugs i dont like the possibility of the left side of my brain hurting because of the thing called a vp shunt and possible death
sadness,had to cancel wow for now
worry,wants to make a music profile but i dont have money i dont know how to write music i dont know how to play an instrument and no studio
sadness,fairyfroggie but yeahim sad about my quotravenclawquot account i love that account to bits
worry,its  am and i hear a helicopter flying over my house thats kind of weird in other news my headache is back booooo
worry,sugar oh no  i am always here  lt
neutral,back from school ms suhanas last day as our ft  ocu was okay im playing altnoy over and over again
neutral, poll  was trying to get it to work in a powerpoint to no avail
happiness,took a math test today the day before the test the teacher says bring your calculator luke was confident teacher decided no calcs
happiness,omg the concert was awesome madrigals gave me chills on almost every piecebrooks also called up alumni but i didnt get to go
neutral,livestrongnj yeah its terrible  cockatoos are the hardest to live with so emotional good thing he found you though
sadness,up late with nothin  do
worry,i think the vog is making me sicker than i think feeling slightly achy
empty,thetombert i was watching harpers island lol there was no vodka involved
worry,i am doing homework it sux big time maths is the worst
neutral,nymo would have been better imo if it let you play through all  songs provided i just start to quotget itquot and it blacks out
neutral,wordsaftersex it never started
sadness,sometimes i wish things could go back to the way they were the beginning of last summer
worry,i downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets but no they didnt
empty,tarng trudys off burnetthe one up north that no one goes to
sadness,kateisbored i feel the same way but i guess no matter where you are there will always be memes
happiness,i cant do  minutes of treadmill  but done  minutes for today already gonna do  minutes more
worry,im sooooooooooooo confused
neutral,with friends like vaikonedumaran ltte didnt need enemies wrong advice at wrong time led to numerous deaths amp a lost cause as well
worry,work day  of 
happiness,chillin with the roomies cant wait for the zombie clwn cr its gonna be  weeks
neutral,i looove guitars and playing them i think they sound magnificent if only i was better if only
worry,superjerry no refunds but they do retrieve accounts takes like a week just hoping the thief doesnt use hacks or then its permaban
neutral,mysticnz no im not  cries lol
sadness,cute malay girl came to seemy room for rent  sadly think it was for her guyfreind   bit misleading and disappointing lol
surprise,gurlstrange epicentre wheelock place  units amp for tourists only starting today
hate,i hate the new mt dew commercialthe one with a giant mosquitoit scares me and grosses me out all at the same time
neutral,come on knight its been well over  hours
worry,not super keen on the drive home through the rain additional concentration required that i dont really wanna deal with
surprise,foxxfiles aw u cant let me in on the secret
surprise,freshypanda im sorry  i dont think i stick out at least compared to what i used to look like
worry,no transport for church  wont be making it im crushed oh well more time for assignments i suppose my throat really hurts 
hate,i hate when i see pregnant women smokinggg its sooo irresponsible n selfish its saaad ultimately the baby is the one who suffers
hate,liesliesliesyou just cant avoid to lie about practicallyeverything
neutral,twittascope is not rocking my socks  go away already
neutral,driving back home because i forgot the piece of cake for vera
worry,seemouserun so i tried jumping without the trampoline and its like thud thud  shouldnt have eaten that cookie  httpmylocmexiz
sadness,everytime i send an email to my coach i feel a need to practice   shitty balls  lol
sadness,its pissing me off and not letting me follow ericka
sadness,is going to sleep not peaceful  wanted to hear him say good night but that didnt happen  good night everyone
sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack i almost cried
neutral,koifusionpdx i was so close to the tacosone spot too late
empty,mszrockstar umm how bout emaint get  see da game  but i see dey survived anotha game of da series due to notin but lebron im guessin
surprise,is thinking so much and im at work
worry,i have forgot the live with the jonas brothers on facebook
sadness,i havent seen muffin in two whole days
sadness,yumifujii ill miss yall back give lesleyboudy my regards
surprise,my gap year is going so quick
worry,i have to admit im a bit bummed out that i wasnt with my friends walking today
neutral,jennyvokals girl a blunt is soooooooo in my thoughts right now i had an absolutly great day with a few stressorscome home
worry,my twitter has been hacked again
sadness,just found mj mouse flats at djs of course there are none left in my size
neutral,passingcarss i wont have time to buy  and i need a new binder pa
hate,lanacaitlin  hahaha well its try its so ugly
neutral,man ulduar is hard
worry,jmoriarty i dont even want to know why you know about vhemt but dont go  wed miss you
fun,ooochelcyooo thats awesome we have that this weekend too but i cant go because im moving this sat  i should be a lot of fun though
neutral,night night twitter world still cant believe the thomas thing  tomorrows gunna be funsad
neutral,princessoats this is happening to me too
surprise,qitah oh no  hugs
neutral,oxygen bored now because i was talking to someone but now theyre busy with something else  just kinda a bummer idk
sadness,xoshayzers i knoww  things wont be the samee lt
worry,omgness its  pm and i need to beup early to set up my garage sale it starts a am wish i said am im beat
happiness,vinylvickxen i kno i doooo yall partyin with out me
worry,okay so twitter suddenly changed how do i respond to messages now
neutral,ugh my dad just told me to read an article about kavya shivashankar the spellin bee girland be more like her
worry,decided that no matter how good my hair looks curly it doesnt justify the burn i get from the curler my hands covered  i suck at it
sadness,going to sleep gonna fall asleep playing apps again tmrw is going to suck
neutral,thabillcollecta  yea     i gotta be up at 
hate,i hate when my bf beats da dogs but i guess that the only way to teach these pitts
worry,sprained my ankle  like really badly and tore some stuffs it hurts and its my birthday weekend
sadness,i cant believe the metal gear solid song was stolen    im so disappointed  httpbitlyykksu
hate,think i may have broke a toe at the bar tonightthanks drunk girl for steppin all over me
neutral,not one sale done today at work explored balconies in the big theater w coworkers a fun day but void of chili fries and tips
sadness,maczombierawr  i wish i had left  dead but first id need something to play it on
neutral,sillybabyjulie me too
neutral,digenis that story reminds of living in portugal
neutral,jhicks  youre diabetic   so is my dad  amp i might be too not sure  are you still allowed to eat sugar throughout the day
happiness,i spilled my beer all over my leg wasted half my beer  home now i met a cute girl good conversation
hate,my roommate tesstickle loves to ignore me
neutral,superfiasco  ill make him nachos tomorrow better than if he would have made them himself
neutral,mydailyroutine yeahhh ampdont judge my pillow
relief,scary lightning and thunder  im glad its over now going to sleep i hope im not late to school tomorow again haha
sadness,my teeth and head hurts
sadness,i hate rob zombie movies amp the smell of weed vommmm
hate,jcwentz maths and science were the strongest for me i thinkdunno bout geography only did like  day of study for  a year of work
boredom,waiting in line  tryst
worry,hope i get a job cuz we need an apartment im drunk amp miss my lil punkin  tehe
worry,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to beover
worry,i need to be held  gnite
worry,hanging out with sam billy and veronica not going to school tomorrow to take sam to body shops dang car accidents
sadness,no more arrested development i am sad
neutral,gigglesxo  wicked  what time you leaving how come you cant stay the night
sadness,omg i keep losing followers this is so sad  i want  one daythats my goal d
sadness,i feel so deflated no more doggy
worry,bloodrain i wanna see her hair  hows everyone
sadness,i just had to empty my trash on the mac that was one of the most difficult things i have ever done in my life  pictures are gone
sadness,im contacting paws philippines so i can find quottigerquot a new owner im so sad i love my dog soo much
sadness,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to be over
worry,aww  pray for the arroyo family everyone
neutral,thebabsi theres a manual process but its taking ever on my outlook database pffff crappy msft product
sadness,fuuudge movie store is closed
sadness,alo is so sad and quiet and empty tonight
hate,meganmansyn hahahaha its not horrible if others were singing with im sure it could work i wish i could afford my own drum set
worry,wuzzyangel you never answered your dm i sent you   i need your info
worry,am trying to get through the pilot of the first season of friday night lights oh gosh  pass the tissue
sadness,mona aw where are you headed to i just cancelled my trip to aussie
worry,i have cystic lacrimal infectection my eye and face are swollen and it hurts
worry,jose i didnt think anyone caught that
empty,i need to be sleeping but im not even tired
empty,
neutral,oh nevermind i think this thing is unsalvageable
neutral,lyin in bed up faaaaar too early
sadness,sad that christian lacroix had to file bankruptcy
sadness,i dont feel good at all fuckkk
boredom,why did i agree to work a double shift
worry,looks like ill never go to the zoo
worry,djvinceadams ohh poor girl  ill email her i am relying on you being here in october mr
neutral,when will medhurst play again
worry,moss bad times
hate,aarrgghh  fuka hose has leaked water all over the new floating floor
sadness,have to go to the dreaded dmv tomorrow
neutral,duncm im a bit bens thaied out
happiness,english class working on interactive orals
worry,sharonhayes thank you for the rec but that doesnt work
neutral,dmoneymania  im sorry excited for tomorrow night karaoke getting anything special for bday
worry,my puppy gizmo hs me  haha he still growls  me  i always look back  my long pruple scar on my fingie
worry,i dont know how ima work out tomorrow wit my body dis sore  ugh
neutral,in   wo you
neutral,becjee yeah plus its just a little too far to walk to pinocchios for sushi
worry,im feeling this pressure in my head that always kicks in just before a nasty headache im not looking forward to this
sadness,taylor swift and joe jonas looked really good together im kinda sad they broke up
worry,im suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts
worry,lady across the way had a miscarriage say a prayer
sadness,god i just want to sleep
hate,ksutt ohhhh thunderstormsboo  why do they always have to make the power go out
worry,i feel so deflated no more doggy
sadness,found my book starting a real paperbound journal tonight have an annoying zit above my lip makes me look like i have herpes
hate,ratt rocked nashville toniteone thing sucked no encore  like in the s they still have a fun show pearcy has that hott bad boy look
worry,is feeling bad  just got bad news about my mum
sadness,realblackwidow but but i dun wanna
sadness,imjustlalayone damn girl im so down but ya gotta let me know so i can get my kit together amp i got a flyer  any next weekend iquotm down
sadness,justinodom dbl booooooo for being sick flippin blows  bahaha i kno i dont have many friends on here either i feel so lame  haha
neutral,brettyrocks thats what i was thinking but the only time its gonna be on is  am
neutral,peeps still here fun times gotta sleep tho work in the am some cool hot chicks here but none as cool as  missing her
worry,dont feel like working  i think i tweet this too often
sadness,feels sick to my stomach and idkk whyy
worry,vinerinimic special sau probabil un alt weekend pierdut
neutral,counting the hours of lost sunshine until the weekend
surprise,justintevya  dude i just saw your sf pics looks like your mini excursion was pretty kick ass didnt see any sun while i was there tho
relief,is home  safely but hungry
sadness,hellojodie um i was thrown from jarewolfs van yesterday and had to be taken to the er
worry,got to final table butwent out third  dont think ill be getting my free seat
neutral,good morning work this morning gutted lol nevermind
hate,i have to work in the morning while my friends get to party it upstupid bberry lite flashing red and i have no messages
happiness,fb is boring   and i wanna sing right now 
sadness,judyrey  the link doesnt work
neutral,deedubau hahaha i dont know anyone or anything about it except they have powers lol i live in my own bubble
worry,the humpalow um ya i think so cell is dying
worry,last day at worksick to the bone
worry,i feel like im on house arrest
neutral,love is like a wareasy to begin hard to endfiuuhh
surprise,heavenjones ur supposed to be in bk tho
worry,cosmiclagoon did you know that there is a shortage of shells for crabs to use on the beach due to beach combers it is very sad
surprise,oh no  nighty night
happiness,celldweller must have new music i wont sleep until you give us chapter  i might die first though  hurry
sadness,my stupid tooooth hurts
love,neyoofficial love the song quottogetherquot thats quothisquot song for mewell i think its still is
neutral,ready to go  school
sadness,turnitgrey my computers broken and i broke my laptop so i had to use the phone  ahh still on he cause they fucked up my order
neutral,richardgable its good isnt it our holiday chalet is out of sight but look v similar to those ones going home again today
worry,its a sad economy just heard of another friend losing their job  so sad but just a reminder that
worry,jarekpastor im just starting to feel really panicky and anxious that something bad has happened cos it seems like its been ages
worry,my dog ran awayyy
hate,allisone those suck so bad
worry,im back top molar extracted  swollen face all numb  but no more toothache or sinus pain
relief,just finished  hours of texas life insurance ce tonight  more hours to go
worry,does anyone know any good rap songs i need to make a rapfun cd and i have no idea  helllllpppp
love,i want to go to peru this summer ahhhhhhh hopefully yesyesyes i miss it over there
empty,exortabreedoll what happen to the maids of yours quit once again 
sadness,im awake anybody else awake wish i lived in the us since all the fun happens when im asleep
hate,at charles with the power out lol damn savemart lost power and we could not buy beer
sadness,penguinj heehee i love you i am tired
worry,my mobile phone refuses to charge  either the battery is broken or the chargerrr  booooo
worry,kirsten oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
worry,kimberly hmmm i thought u were sleeping too bad i cant see those videos until tomorrow night
sadness,morning everyone sorry for going early last night had bad news felt totally crap   today is a new day
empty,went to the beach and it started raining
sadness,how i wish my parents put me into a chinese school when i was younger then itll be so much easier for me to get a job
relief,anthonylucas iainfunnell yeah physically moving too  apparently well be reporting directly to mr hayward
neutral,nayryelgiuq airport and you didnt show up tonight homo
worry,charloro jealous  it looks like schindlers list in toronto
enthusiasm,i want another tatt
neutral,avalonabsinthe what come as you are but erock just left  bah d
enthusiasm,so i need to make a lot of money tomorrow
sadness,joiskol  being in your room makes me sad
worry,nearly fell asleep but was jolted out of bed by a massive panic attack and now im not sure if i can sleep at all
neutral,for the gays i only made  tonight
sadness,cocktailchic oh fck i completely forgot about thirsty thursday oh my gaga this sucks
sadness,if one people did any wrong the world blames all the people over there this is the great world which we are living in  shit
surprise,mandyalwaysknws nope  they are all sleeping cuz they live on the east coast
neutral,dravenreborn i bet its cool down in sr huh its not here i havent stopped sweating since noon when dad and i were packing
sadness,meljachin eww dislike
worry,tactical mistake going to the city library and buying milk who knew ouch ouch ouch maybe a good thing i didnt try for uni
neutral,decided  trans frm relaxed  natural hair but i wish my whole head looked like my roots  age of the instant gratification
sadness,suzydunkley sorry bout the cat
neutral,needs to have an increase on her salary  httpplurkcompwxluu
worry,my stomach feels like its touching the groundim so full
love,pug just woke me from an incredible sleep
love,ddlovato i cant wait to hear your new album im sure will be amazingplease just replay to me  i love you so much
worry,sooo much work so little time
sadness,missed iron chef
sadness,thevowel the ds version sucks
sadness,what a bad day
enthusiasm,lilxamyx i know ridiculous we never got to hang out  i love chicago and want to go shopping so a trip sounds like fun
hate,hates the net ayaw bumukas ng twitter  httpplurkcompwxlxs
worry,ugh my internet was down
surprise,omg i didnt tweet all that much today sadness
worry,is feeling so giddy and wanna go home
neutral,the week just wasnt the same without an adam lambert performance
neutral,rockingjude the link doesnt work
worry,up and packing its the last day of youth camp
neutral,gossip girl when are you coming back   chaceeeeeee
neutral,smh  hiphop nursery rhymes
worry,somebody please save the polar bears
happiness,pandamayhem noooooooooooo i just look at a lot of pictures   lol lol
surprise,crazyballerina not really sleepy bored is the right word  again not much work
worry,it has come to my attention from a yo friend that ive recently gained a ton of weight he didnt know it was me
worry,guess im staying home tonightno movieing for me
sadness,went to the cd store to search for the cd but
worry,buzzedition reminds me of the weather a month ago it was horrible  i hope all is well hugs
sadness,i miss my mom  quotmay angels lead you inquot
love,theres really no android twitter app of tweeties calibre
hate,on jacksonville beach walking in the cold ass water   but have to work in the morning   ily ltgt
neutral,taylord no its not
sadness,chocolovere i feel the same way every day
sadness,cant sleep sucks the one day i have to sleep in and i have to get up and go shopping with mom ugh
neutral,crunchmonkey well i just got home and its not on till tmw at p but with comcast its on right now  but i didnt miss it
sadness,sleppytime really missing my godfather right now love you wayne
sadness,so have a headache right now and it sucks
worry,jaydz hope ya sleepin well  guys still here
fun,i should be finished but im not  color drawing here i come
sadness,jwray lakers baby lakers ill miss the game tmwr i have to work  youll have to keep me posted please
sadness,comfort food of the day pan mee though it didnt taste any good
worry,damn being drunk and hot sucks
sadness,misses my baby
worry,is not sleeping because he has paperwork to do
worry,showered in icecold water sweating now means one thing im sick
worry,midnight cry wish the person i wanted wanted me right now
neutral,mousebudden ima need you to follow me real quick cause i cant dm you
sadness,im poorly and cant sleep
worry,went to pole class feeling discouraged i am hopeless when it cones to dancing or sexy moves or spreading my legs
worry,roasterboy and these poor unfortunate souls dont appear to have any pants at all   httpblipfmqvz
worry,damohopo stephanieellen if i told you how often i wash my hair you would never speak to me again
worry,looks like another sleepless night dedicated to homework sorry in advance ms chapman
worry,jessicaduncan httptwitpiccomvk   why do u lot mock me
worry,didnt say goodnight to you
hate,abguerraartist  i am not a pussy damnit  sending you an email right now btw
sadness,has work tom
